article_id,date,ticker,article_title
FNSPID_00101,2019-11-25,AEO,Loop Capital Downgrades American Eagle Outfitters to Hold
FNSPID_00102,2019-11-13,AEO,Barclays Starts Coverage Of US Specialty Retail
FNSPID_00103,2019-11-13,AEO,"Benzinga's Top Upgrades, Downgrades For November 13, 2019"
FNSPID_00104,2019-11-13,AEO,"Barclays Initiates Coverage On American Eagle Outfitters with Equal-Weight Rating, Announces $17 Price Target"
FNSPID_00105,2019-10-28,AEO,"Benzinga's Top Upgrades, Downgrades For October 28, 2019"
FNSPID_00106,2019-10-28,AEO,Citigroup Downgrades American Eagle Outfitters to Neutral
FNSPID_00107,2019-10-11,AEO,Shares of several retail companies are trading higher in sympathy with the overall market after President Trump made positive remarks on US-China trade talks. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.
FNSPID_00108,2019-10-09,AEO,"Zipping It Up: Levi's, Wrestling With Wholesale, Manages To Slightly Exceed Analyst Expectations"
FNSPID_00109,2019-09-18,AEO,"UPDATE: DA Davidson On American Eagle Also Notes 'In a place where retail is challenged, AEO's growth opportunities continue to expand with their diverse initiatives; namely Aerie, AE Studio, and a potential personal care launch'"
FNSPID_00110,2019-09-18,AEO,"UPDATE: DA Davidson Initiates American Eagle With Buy, $21 Target As Firm Notes Co. 'is rising above their rivals with their on-point messaging, which is solidifying their market-share gains and helps to dominate in the denim and intimates categories'"
FNSPID_00111,2019-09-18,AEO,"Benzinga's Top Upgrades, Downgrades For September 18, 2019"
FNSPID_00112,2019-09-18,AEO,"DA Davidson Initiates Coverage On American Eagle Outfitters with Buy Rating, Announces $21 Price Target"
FNSPID_00113,2019-09-16,AEO,American Eagle Outfitters shares are trading lower on seemingly no company-specific news. The stock touched the $18 resistance level and couldn't break it.
FNSPID_00114,2019-09-06,AEO,86 Biggest Movers From Yesterday
FNSPID_00115,2019-09-05,AEO,"American Eagle Outfitters shares trading higher, rebounding following a sell off Wednesday amid better-than-expected Q2 results but weak Q3 guidance. Retail stocks are outperforming the broader stock market sharply today."
FNSPID_00116,2019-09-05,AEO,"A Look At Benzinga Pro's Most-Searched Tickers For September 5, 2019"
FNSPID_00117,2019-09-05,AEO,"Top 10 Movers With Volume Over 1M Via Benzinga Pro's Screener Tool For Morning of Thursday., Sept. 05, 2019"
FNSPID_00118,2019-09-05,AEO,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Thursday., Sept. 05, 2019"
FNSPID_00119,2019-09-05,AEO,"Morgan Stanley Maintains Underweight on American Eagle Outfitters, Lowers Price Target to $14"
FNSPID_00120,2019-09-05,AEO,"Cowen & Co. Maintains Outperform on American Eagle Outfitters, Raises Price Target to $25"
FNSPID_00121,2019-09-05,AEO,"Citigroup Maintains Buy on American Eagle Outfitters, Lowers Price Target to $20"
FNSPID_00122,2019-09-05,AEO,60 Biggest Movers From Yesterday
FNSPID_00123,2019-09-04,AEO,Mid-Afternoon Market Update: Dow Rises Over 200 Points; Michaels Companies Shares Jump Following Upbeat Results
FNSPID_00124,2019-09-04,AEO,46 Stocks Moving In Wednesday's Mid-Day Session
FNSPID_00125,2019-09-04,AEO,Mid-Day Market Update: Crude Oil Up Over 4%; Vera Bradley Shares Fall On Earnings Miss
FNSPID_00126,2019-09-04,AEO,"A Look At Benzinga Pro's Most-Searched Tickers For September 4, 2019"
FNSPID_00127,2019-09-04,AEO,Stocks That Hit 52-Week Lows On Wednesday
FNSPID_00128,2019-09-04,AEO,American Eagle Outfitters shares are trading lower after the company issued Q3 EPS guidance below analyst estimates.
FNSPID_00129,2019-09-04,AEO,"American Eagle Outfitters Falls After Q2 Earnings Beat, Lower Guidance"
FNSPID_00130,2019-09-04,AEO,American Eagle Outfitters Sees Q3 EPS $0.47-$0.49 vs $0.52 Est.
FNSPID_00131,2019-09-04,AEO,"American Eagle Outfitters Q2 Adj. EPS $0.39 Beats $0.32 Estimate, Sales $1.04B Beat $1.01B Estimate"
FNSPID_00132,2019-09-04,AEO,"8 Stocks To Watch For September 4, 2019"
FNSPID_00133,2019-09-04,AEO,"Earnings Scheduled For September 4, 2019"
FNSPID_00134,2019-09-03,AEO,Shares of several apparel stores and retail companies are trading lower as the previously announced 15% tariff on $112 billion worth of Chinese goods took effect on Sunday. Retail companies are heavily impacted as many of the products come from China.
FNSPID_00135,2019-09-03,AEO,A Preview Of American Eagle Outfitters Q2 Earnings
FNSPID_00136,2019-08-29,AEO,CFRA: 3 Reasons To Remain Cautious On Guess Following 20% Earnings Pop
FNSPID_00137,2019-08-26,AEO,The Most Actively Traded Stocks On OTC Markets In July
FNSPID_00138,2019-08-23,AEO,Shares of several retail companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods. Trump announced he will respond to China's tariffs this afternoon.
FNSPID_00139,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 6 $18 Calls at the Ask: 1500 @ $0.551 vs 287 OI; Earnings 8/28 Before Open [est] Ref=$16.875
FNSPID_00140,2019-08-22,AEO,Shares of several retail companies are trading higher after many retailers reported positive earnings throughout the week.
FNSPID_00141,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 6 $17 Calls at the Ask: 2699 @ $0.75 vs 36 OI; Earnings 8/28 Before Open [est] Ref=$16.55
FNSPID_00142,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 20 $16 Calls Sweep (57) near the Ask: 1460 @ $1.399 vs 706 OI; Earnings 8/28 Before Open [est] Ref=$16.5381
FNSPID_00143,2019-08-21,AEO,Shares of several retail companies are trading higher in sympathy with Target after the company reported better-than-expected Q2 EPS and sales and raised FY19 guidance.
FNSPID_00144,2019-08-17,AEO,"Barron's Picks And Pans: American Eagle Outfitters, Chevron, Grocery Outlet And More"
FNSPID_00145,2019-08-15,AEO,"Shares of several retail companies are trading lower on continued weakness after Macy's on Wednesday cut guidance. Retailers have also been volatile on US-China trade tensions, as the sector is heavily exposed to China."
FNSPID_00146,2019-08-15,AEO,Stocks That Hit 52-Week Lows On Thursday
FNSPID_00147,2019-08-14,AEO,Stocks That Hit 52-Week Lows On Wednesday
FNSPID_00148,2019-08-14,AEO,Shares of retail companies are trading lower after Macy's reported weak Q2 results and cut FY19 guidance.
FNSPID_00149,2019-08-13,AEO,"Shares of several retail companies are trading higher with the overall market after the U.S. Trade Representative reported that some tariffs will be delayed to Dec 15 on some products including cell phones, monitors, and laptops."
FNSPID_00150,2019-08-13,AEO,Stocks That Hit 52-Week Lows On Tuesday
FNSPID_00151,2019-08-13,AEO,Why The Set Up Ahead Of Retail's Q2 Earnings Season Is 'Poor'
FNSPID_00152,2019-08-05,AEO,New 52-Week Lows For Monday Morning
FNSPID_00153,2019-08-05,AEO,"Shares of US retail companies are trading lower after Trump announced additional tariffs on Chinese goods, exacerbating trade tensions. NOTE: Retail is one of the more-exposed sectors to trade tensions as the majority of apparel and retail products are made in China."
FNSPID_00154,2019-08-01,AEO,Shares of many companies in the retail sector are trading lower after Trump announced additional tariffs on Chinese goods. NOTE: Retail is one of the more-exposed sectors to trade tensions as the majority of apparel is made in China.
FNSPID_00155,2019-07-11,AEO,35 Stocks Moving In Thursday's Pre-Market Session
FNSPID_00156,2019-07-11,AEO,Green Growth Brands Reports Deal With American Eagle Outfitters To Sell CBD-Infused Personal Care Products
FNSPID_00157,2019-07-11,AEO,"Green Growth Brands, American Eagle Agree On CBD Product Distribution Deal"
FNSPID_00158,2019-07-10,AEO,American Eagle Outfitters shares are trading higher after the company announced it added 30 million shares to its buyback.
FNSPID_00159,2019-07-10,AEO,American Eagle Outfitters Adds 30M Shares To Buyback
FNSPID_00160,2019-07-08,AEO,"Wedbush Favors Off-Price Retail, Says Nordstrom's Search Interest 'Took A Nose Dive'"
FNSPID_00161,2019-06-17,AEO,American Eagle Outfitters Option Alert: Fri $17.5 Calls Sweep (4) near the Ask: 516 @ $0.75 vs 2241 OI; Ref=$18.14
FNSPID_00162,2019-06-13,AEO,Shares of several retail apparel and athletic wear companies are trading higher after Lululemon reported strong Q1 earnings and raised FY19 guidance.
FNSPID_00163,2019-06-07,AEO,25 Stocks Moving In Friday's Pre-Market Session
FNSPID_00164,2019-06-05,AEO,44 Stocks Moving In Wednesday's Mid-Day Session
FNSPID_00165,2019-06-05,AEO,28 Stocks Moving In Wednesday's Pre-Market Session
FNSPID_00166,2019-06-05,AEO,American Eagle Outfitters Sees Q2 EPS $0.30-$0.32 vs $0.35 Est.
FNSPID_00167,2019-06-05,AEO,American Eagle Outfitters Says Total Ending Inventory Units For The Quarter Up 10%
FNSPID_00168,2019-06-05,AEO,"American Eagle Outfitters Q1 Adj. EPS $0.24 Beats $0.21 Estimate, Sales $886M Beat $854.88M Estimate"
FNSPID_00169,2019-06-05,AEO,"8 Stocks To Watch For June 5, 2019"
FNSPID_00170,2019-06-05,AEO,"Earnings Scheduled For June 5, 2019"
FNSPID_00171,2019-06-04,AEO,Q1 Earnings Outlook For American Eagle Outfitters
FNSPID_00172,2019-05-28,AEO,American Eagle Outfitters Option Alert: Fri $19 Calls Sweep (32) near the Ask: 513 @ $0.45 vs 53 OI; Earnings 6/5 Before Open Ref=$19.17
FNSPID_00173,2019-05-22,AEO,Option Traders Making Aggressive Plays In Retail Sector
FNSPID_00174,2019-05-22,AEO,"American Eagle Outfitters shares trading lower in sympathy with many retail stocks following concerning results from Nordstrom, Urban Outfitters, and, in the home improvement retail space, Lowe's."
FNSPID_00175,2019-05-09,AEO,"Wedbush Downgrades American Eagle Outfitters, Inc. Common Stock to Neutral"
FNSPID_00176,2019-05-09,AEO,"RBC Capital Downgrades American Eagle Outfitters, Inc. Common Stock to Sector Perform, Announces $24 Price Target"
FNSPID_00177,2019-03-07,AEO,"Bank Of America Reiterates Underperform, $16 Target On American Eagle As Firm Believes 'slower F19 comp growth, beginning with the 1Q guide, would lead to both gross margin contraction and SG&A deleverage'"
FNSPID_00178,2019-03-07,AEO,American Eagle's Mixed Quarter: Analysts Speak Up
FNSPID_00179,2019-03-07,AEO,26 Stocks Moving In Thursday's Pre-Market Session
FNSPID_00180,2019-03-07,AEO,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street
FNSPID_00181,2019-03-07,AEO,"10 Stocks To Watch For March 7, 2019"
FNSPID_00182,2019-03-06,AEO,5 Stocks Moving In Wednesday's After-Hours Session
FNSPID_00183,2019-03-06,AEO,From American Eagle Outfitters Conference Call: Co Says Not Expecting Leverage Or Improved Operating Margin In Q1
FNSPID_00184,2019-03-06,AEO,"American Eagle Shares Fall On Mixed Q4 Earnings, Aerie Comps Up 23%"
FNSPID_00185,2019-03-06,AEO,American Eagle Outfitters shares are trading lower after the company reported worse-than-expected Q4 sales results; the company also issued Q1 EPS guidance below estimates.
FNSPID_00186,2019-03-06,AEO,AEO Reports Total Inventory Increased 7% To $424M
FNSPID_00187,2019-03-06,AEO,AEO Sees Q1 EPS $0.19-$0.21 vs $0.24 Est.
FNSPID_00188,2019-03-06,AEO,AEO Reports Q4 Comparable Sales Rose 6%
FNSPID_00189,2019-03-06,AEO,"American Eagle Outfitters Q4 EPS $0.43 Beats $0.42 Estimate, Sales $1.24B Miss $1.26B Estimate"
FNSPID_00190,2019-03-06,AEO,Q4 Earnings Preview For American Eagle Outfitters
FNSPID_00191,2019-03-06,AEO,"10 Stocks To Watch For March 6, 2019"
FNSPID_00192,2019-03-06,AEO,"Earnings Scheduled For March 6, 2019"
FNSPID_00193,2019-02-24,AEO,Q4 Retail Earnings Season: A Cheat Sheet
FNSPID_00194,2019-01-14,AEO,American Eagle Outfitters shares are trading higher after the company reaffirmed Q4 EPS guidance.
FNSPID_00195,2019-01-14,AEO,American Eagle Outfitters Reaffirms Q4 EPS Guidance Of $0.40-$0.42 vs $0.42 Est.
FNSPID_00196,2019-01-14,AEO,American Eagle Outfitters Reports Q4 Comps Up 6%
FNSPID_00197,2019-01-10,AEO,Shares of retail stocks are trading lower after Macy's cut FY18 comps guidance.
FNSPID_00198,2019-01-08,AEO,24 Stocks Moving In Tuesday's Pre-Market Session
FNSPID_00199,2019-01-07,AEO,Webush Adds American Eagle To Best Ideas List As Firm Views 'American Eagle as an attractive story backed by solid fundamentals and led by a best-in-class management team'
FNSPID_00200,2018-12-27,AEO,54 Biggest Movers From Yesterday
FNSPID_00201,2018-12-26,AEO,Amazon Sets Holiday Shopping Records
FNSPID_00202,2018-12-26,AEO,33 Stocks Moving In Wednesday's Mid-Day Session
FNSPID_00203,2018-12-26,AEO,"Retail sector shares are trading higher from increased consumer spending during the holiday season; American Eagle shares up 5.4%, Kohl's shares up 4.8%, Burlington shares up 3.3%, S&P Retail ETF up 1.1%."
FNSPID_00204,2018-12-26,AEO,Mid-Morning Market Update: Markets Open Higher; US S&P/Case-Shiller Home Prices Rise 0.4%
FNSPID_00205,2018-12-24,AEO,"Under Armour Has Opened The Most Mall Stores Since 2011, Sears Closed The Most"
FNSPID_00206,2018-12-12,AEO,Aerie Division's Prospects Have Analysts Bullish On American Eagle
FNSPID_00207,2018-12-12,AEO,"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 13, 2018"
FNSPID_00208,2018-12-12,AEO,"B. Riley FBR Reiterates Buy, $29 Target On American Eagle Outfitters Following Earnings; Strength Attributed To 'on-trend and high quality product, strong retail and digital initiatives, aerie opportunity, and expanding operating margin'"
FNSPID_00209,2018-12-12,AEO,"American Eagle shares are now trading higher, rebounding from premarket losses; Shares traded lower premarket after the company said it expects Q4 EPS of $0.40 to $0.42 while analysts had been expecting $0.46."
FNSPID_00210,2018-12-12,AEO,American Eagle shares are trading lower after the company said it expects Q4 EPS of $0.40 to $0.42 while analysts had been expecting $0.46.
FNSPID_00211,2018-12-12,AEO,"Citi Believes American Eagle Outfitter 'shares are extremely undervalued at current levels,' Cites 'Aerie's 3Q strength reinforces our belief that it is one of the most attractive growth concepts in retail'; Maintains Buy, $27 Price Target"
FNSPID_00212,2018-12-12,AEO,31 Stocks Moving In Wednesday's Pre-Market Session
FNSPID_00213,2018-12-12,AEO,A Peek Into The Markets: US Stock Futures Higher Ahead Of Consumer Price Index
FNSPID_00214,2018-12-12,AEO,"8 Stocks To Watch For December 12, 2018"
FNSPID_00215,2018-12-11,AEO,6 Stocks Moving In Tuesday's After-Hours Session
FNSPID_00216,2018-12-11,AEO,American Eagle Q3 Comps Up 8% Year Over Year
FNSPID_00217,2018-12-11,AEO,"American Eagle Sees Q4 Comps Growth In Mid Single Digit Range, Sees Total Sales Growth In Low Single Digits"
FNSPID_00218,2018-12-11,AEO,American Eagle Sees Q4 EPS $0.40-$0.42 vs $0.46 Estimate
FNSPID_00219,2018-12-11,AEO,"American Eagle Outfitters Q3 EPS $0.48, Inline, Sales $1.004B Miss $1.02B Estimate"
FNSPID_00220,2018-12-11,AEO,"8 Stocks To Watch For December 11, 2018"
FNSPID_00221,2018-12-11,AEO,"Earnings Scheduled For December 11, 2018"
FNSPID_00222,2018-12-07,AEO,American Eagle Outfitters Option Alert: Dec 21 $17 Puts Sweep (33) near the Ask: 795 @ $0.5 vs 22 OI; Earnings 12/11 After Close Ref=$18.94
