article_id,date,ticker,article_title,price_t,price_t1,pct_change,label
FNSPID_00012,2020-05-22,AEO,"High Times, Humboldt Heritage Cancel M&A Plans",7.7,8.18,6.243,up
FNSPID_00013,2020-05-21,AEO,Shares of several retail and consumer discretionary companies are trading higher following earnings reports from several names in the sector as well as store reopenings in the US and China.,7.7,7.7,0.0,neutral
FNSPID_00014,2020-05-11,AEO,American Eagle Outfitters Option Alert: May 22 $7.5 Calls Sweep (4) near the Ask: 1000 @ $0.688 vs 19 OI; Earnings 6/3 Before Open [est] Ref=$7.875,6.82,6.56,-3.7736,down
FNSPID_00015,2020-05-06,AEO,American Eagle Analyst Upgrades Retailer After It Shows 'Huge Signal Of Strength',6.38,6.48,1.6151,up
FNSPID_00016,2020-05-06,AEO,American Eagle Outfitters shares are trading higher after Raymond James analysts upgraded the company's stock from Market to Outperform.,6.38,6.48,1.6151,up
FNSPID_00017,2020-05-06,AEO,"Raymond James Upgrades American Eagle Outfitters to Outperform, Announces $10 Price Target",6.38,6.48,1.6151,up
FNSPID_00018,2020-04-30,AEO,Shares of several apparel and footwear companies are trading lower as markets dip following US jobless claims and personal spending data. Lower personal spending could be a negative catalyst for consumer goods such as apparel.,6.82,6.65,-2.5157,down
FNSPID_00019,2020-04-30,AEO,"UBS Maintains Buy on American Eagle Outfitters, Lowers Price Target to $10",6.82,6.65,-2.5157,down
FNSPID_00020,2020-04-27,AEO,"Shares of several apparel companies are trading higher as equities gain strength on news that some U.S. states will reopen their economies in phases, increasing economic activity and optimism around the coronavirus pandemic.",6.68,6.97,4.2362,up
FNSPID_00021,2020-04-27,AEO,American Eagle Outfitters Option Alert: May 15 $7 Calls Sweep (12) near the Ask: 328 @ $0.6 vs 5925 OI; Earnings 6/3 Before Open [est] Ref=$7.04,6.68,6.97,4.2362,up
FNSPID_00022,2020-04-23,AEO,Stocks That Hit 52-Week Lows On Thursday,6.0,5.86,-2.289,down
FNSPID_00023,2020-04-23,AEO,70 Biggest Movers From Yesterday,6.0,5.86,-2.289,down
FNSPID_00024,2020-04-22,AEO,Mid-Afternoon Market Update: Dow Climbs 450 Points; American Eagle Outfitters Shares Slide,5.78,6.0,3.8633,up
FNSPID_00025,2020-04-22,AEO,46 Stocks Moving In Wednesday's Mid-Day Session,5.78,6.0,3.8633,up
FNSPID_00026,2020-04-22,AEO,Why American Eagle Outfitters' Stock Is Trading Lower Today,5.78,6.0,3.8633,up
FNSPID_00027,2020-04-22,AEO,Mid-Day Market Update: Crude Oil Jumps 25%; VBI Vaccines Shares Plunge,5.78,6.0,3.8633,up
FNSPID_00028,2020-04-22,AEO,American Eagle Outfitters shares are trading lower after the company suspended its buyback program and deferred payment of its Q1 dividend.,5.78,6.0,3.8633,up
FNSPID_00029,2020-04-22,AEO,American Eagle Outfitters Inc Suspension Of Share Repurchase Program And Deferred Payment Of Q1 Cash Dividend,5.78,6.0,3.8633,up
FNSPID_00030,2020-04-22,AEO,American Eagle Outfitters Says Comp Period Sales Feb 2-Early March 2020 Was Consistent With 4Q '19 Comp Period Sales Performance,5.78,6.0,3.8633,up
FNSPID_00031,2020-04-21,AEO,"Morgan Stanley Maintains Underweight on American Eagle Outfitters, Lowers Price Target to $9",7.16,5.78,-19.3045,down
FNSPID_00032,2020-04-20,AEO,"American Eagle Outfitters Inc. Names Mike Mathias EVP, Chief Financial Officer",7.29,7.16,-1.8824,down
FNSPID_00033,2020-04-17,AEO,Shares of several apparel retail companies are trading higher amid optimistic coronavirus outlook following positive drug data from Gilead. This has raised hopes of a sooner return to spending and economic activity.,7.93,7.29,-8.0086,down
FNSPID_00034,2020-04-15,AEO,"Benzinga's Top Upgrades, Downgrades For April 15, 2020",7.34,7.6,3.6257,up
FNSPID_00035,2020-04-15,AEO,10 Biggest Price Target Changes For Wednesday,7.34,7.6,3.6257,up
FNSPID_00036,2020-04-15,AEO,"Loop Capital Downgrades American Eagle Outfitters to Sell, Lowers Price Target to $7",7.34,7.6,3.6257,up
FNSPID_00037,2020-04-14,AEO,"Shares of several retail apparel and footwear companies are trading higher as investor hopes of coronavirus mitigation have led to anticipation of a return to economic activity and consumer spending, which could benefit the sector.",8.17,7.34,-10.1891,down
FNSPID_00038,2020-04-13,AEO,Shares of several retail and apparel companies are trading lower amid continued uncertainty in demand due to the coronavirus pandemic which has decreased consumer spending.,7.64,8.17,6.9663,up
FNSPID_00039,2020-04-09,AEO,"Shares of several retail and apparel companies are trading higher as markets gain following a Federal Reserve loan program. Additionally, speculation of some coronavirus hotspots peaking could raise hopes of a sooner return to consumer spending.",8.26,7.64,-7.5805,down
FNSPID_00040,2020-04-08,AEO,"Shares of several apparel companies are trading higher amid positive market sentiment on speculation that coronavirus cases in several hotspots could soon level off, which could mean a sooner rebound in consumer demand and supply chain stability.",8.04,8.26,2.7748,up
FNSPID_00041,2020-04-02,AEO,"American Eagle Outfitters Suspends Dividend And Buyback, Furloughs Several Associates Beginning Apr. 5, Makes Cuts To Inventory Receipts And Reduces Capex Across Stores",5.83,5.79,-0.5891,neutral
FNSPID_00042,2020-04-01,AEO,"Benzinga's Top Upgrades, Downgrades For April 1, 2020",6.02,5.83,-3.2764,down
FNSPID_00043,2020-04-01,AEO,Shares of several retail companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic.,6.02,5.83,-3.2764,down
FNSPID_00044,2020-04-01,AEO,Raymond James Initiates Coverage On American Eagle Outfitters with Market Perform Rating,6.02,5.83,-3.2764,down
FNSPID_00045,2020-03-26,AEO,"B. Riley FBR Maintains Buy on American Eagle Outfitters, Lowers Price Target to $15",7.4,6.99,-5.5684,down
FNSPID_00046,2020-03-24,AEO,"Shares of several retail companies are trading higher amid market strength on hopes of a US economic stimulus package agreement. The sector has been hurt recently by global economic weakness, supply chain disruption and retail store closings.",6.99,7.35,5.1597,up
FNSPID_00047,2020-03-23,AEO,Shares of several retail companies are trading lower amid market weakness. The global coronavirus spread has led to several store closings as well as supply chain disruption in many sectors.,6.65,6.99,5.0323,up
FNSPID_00048,2020-03-17,AEO,American Eagle Withdraws Q1 Guidance; Co. Says Ended FY19 With $417M In Cash And Short-term Investments And No Debt And Has Recently Drawn $300M On Revolving Credit Facility,7.55,6.72,-11.0227,down
FNSPID_00049,2020-03-17,AEO,American Eagle To Close US And Canada Stores Until At Least Mar. 27,7.55,6.72,-11.0227,down
FNSPID_00050,2020-03-13,AEO,Shares of several consumer defensive and consumer cyclical companies are trading higher as markets rebound after Thursday's crash. Many US equities have been volatile recently as the coronavirus has generated global economic uncertainty.,8.67,7.33,-15.4456,down
FNSPID_00051,2020-03-12,AEO,Stocks That Hit 52-Week Lows On Thursday,7.67,8.67,12.9754,up
FNSPID_00052,2020-03-11,AEO,"Wedbush's Shopping List: Abercrombie, American Eagle And Burlington Stores",8.29,7.67,-7.4534,down
FNSPID_00053,2020-03-11,AEO,Stocks That Hit 52-Week Lows On Wednesday,8.29,7.67,-7.4534,down
FNSPID_00054,2020-03-11,AEO,"Benzinga's Top Upgrades, Downgrades For March 11, 2020",8.29,7.67,-7.4534,down
FNSPID_00055,2020-03-11,AEO,"Wedbush Upgrades American Eagle Outfitters to Outperform, Announces $14 Price Target",8.29,7.67,-7.4534,down
FNSPID_00056,2020-03-10,AEO,"B. Riley FBR Maintains Buy on American Eagle Outfitters, Lowers Price Target to $20",9.07,8.29,-8.6093,down
FNSPID_00057,2020-03-06,AEO,Stocks That Hit 52-Week Lows On Friday,10.25,9.37,-8.5427,down
FNSPID_00058,2020-03-05,AEO,"CFRA Maintains Buy on American Eagle Outfitters, Lowers Price Target to $16",10.18,10.25,0.6745,neutral
FNSPID_00059,2020-03-05,AEO,"JP Morgan Maintains Neutral on American Eagle Outfitters, Lowers Price Target to $14",10.18,10.25,0.6745,neutral
FNSPID_00060,2020-03-05,AEO,"Deutsche Bank Reiterates Buy on American Eagle Outfitters, Lowers Price Target to $17",10.18,10.25,0.6745,neutral
FNSPID_00061,2020-03-05,AEO,31 Stocks Moving in Thursday's Pre-Market Session,10.18,10.25,0.6745,neutral
FNSPID_00062,2020-03-05,AEO,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,10.18,10.25,0.6745,neutral
FNSPID_00063,2020-03-05,AEO,"10 Stocks To Watch For March 5, 2020",10.18,10.25,0.6745,neutral
FNSPID_00064,2020-03-04,AEO,5 Stocks Moving In Wednesday's After-Hours Session,11.04,10.18,-7.8477,down
FNSPID_00065,2020-03-04,AEO,"American Eagle Outfitters Inc Exec Says Soft Demand In Certain Tops Categories Resulted In Higher-Than-Planned Promotions In Q4; Says Has A Robust Store Opening Plan For 2020, With A Heavy Emphasis On Stand-Alone Locations",11.04,10.18,-7.8477,down
FNSPID_00066,2020-03-04,AEO,American Eagle Outfitters Trades Higher On Q4 Earnings Beat,11.04,10.18,-7.8477,down
FNSPID_00067,2020-03-04,AEO,American Eagle Outfitters shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,11.04,10.18,-7.8477,down
FNSPID_00068,2020-03-04,AEO,American Eagle Sees Q1 EPS $0.20-$0.22 vs $0.21 Estimate,11.04,10.18,-7.8477,down
FNSPID_00069,2020-03-04,AEO,"American Eagle Outfitters Q4 Adj. EPS $0.37 Beats $0.36 Estimate, Sales $1.31B Beat $1.27B Estimate",11.04,10.18,-7.8477,down
FNSPID_00070,2020-03-04,AEO,Afternoon Market Stats In 5 Minutes,11.04,10.18,-7.8477,down
FNSPID_00071,2020-03-04,AEO,"10 Stocks To Watch For March 4, 2020",11.04,10.18,-7.8477,down
FNSPID_00072,2020-03-04,AEO,"Earnings Scheduled For March 4, 2020",11.04,10.18,-7.8477,down
FNSPID_00073,2020-03-03,AEO,American Eagle Outfitters Q4 Earnings Preview,10.8,11.04,2.3053,up
FNSPID_00074,2020-03-03,AEO,Retail Snapshot – Can This Week Make a Difference?,10.8,11.04,2.3053,up
FNSPID_00075,2020-02-27,AEO,Stocks That Hit 52-Week Lows On Thursday,10.99,11.05,0.5464,neutral
FNSPID_00076,2020-02-25,AEO,Stocks That Hit 52-Week Lows On Tuesday,11.53,11.13,-3.497,down
FNSPID_00077,2020-02-20,AEO,Amerigan Eagle Outfitters shares are trading higher. Not seeing any news to justify the price action. NOTE: The stock could potentially be rebounding from lows following a downgrade from Cowen & Co on Feb. 18.,12.67,12.7,0.271,neutral
FNSPID_00078,2020-02-18,AEO,"Benzinga's Top Upgrades, Downgrades For February 18, 2020",12.31,12.02,-2.3013,down
FNSPID_00079,2020-02-18,AEO,"Cowen & Co. Downgrades American Eagle Outfitters to Market Perform, Lowers Price Target to $14",12.31,12.02,-2.3013,down
FNSPID_00080,2020-02-04,AEO,"BMO Capital Initiates Coverage On American Eagle Outfitters with Market Perform Rating, Announces $15 Price Target",12.41,12.79,3.112,up
FNSPID_00081,2020-02-03,AEO,"Telsey Advisory Group Downgrades American Eagle Outfitters to Market Perform, Lowers Price Target to $16",12.35,12.41,0.4865,neutral
FNSPID_00082,2020-02-03,AEO,11 Consumer Cyclical Stocks Moving In Monday's Pre-Market Session,12.35,12.41,0.4865,neutral
FNSPID_00083,2020-01-13,AEO,American Eagle Outfitters Reaffirms Q4 EPS Guidance of $0.34-0.36 vs $0.36 Est,12.53,12.64,0.8904,neutral
FNSPID_00084,2019-12-30,AEO,American Eagle Outfitters Option Alert: May 15 $14 Calls Sweep (9) near the Ask: 500 @ $1.697 vs 132 OI; Ref=$14.53,12.41,12.5,0.6849,neutral
FNSPID_00085,2019-12-13,AEO,10 Biggest Price Target Changes For Friday,12.29,12.44,1.1756,up
FNSPID_00086,2019-12-12,AEO,"UPDATE: RBC Maintains Sector Perform On American Eagle Outfitters, Lowers Target To $16 As Firm Notes 'comps and margin pressures are set to worsen in 4Q as tops execution issues step up markdowns on top of inventory carryover' (+9% exiting 3Q)'",12.62,12.29,-2.5606,down
FNSPID_00087,2019-12-12,AEO,Shares of retail companies are trading higher amid multiple positive US-China trade developments.,12.62,12.29,-2.5606,down
FNSPID_00088,2019-12-12,AEO,10 Biggest Price Target Changes For Thursday,12.62,12.29,-2.5606,down
FNSPID_00089,2019-12-12,AEO,"RBC Capital Maintains Sector Perform on American Eagle Outfitters, Lowers Price Target to $16",12.62,12.29,-2.5606,down
FNSPID_00090,2019-12-11,AEO,"PreMarket Prep Recap: More Pain In The Retail Sector, Stalemate Ahead Of Fed Announcement",12.01,12.62,5.0248,up
FNSPID_00091,2019-12-11,AEO,From American Eagle Q3 Call: Sees $3M-$4M Impact From Tariffs In Q4,12.01,12.62,5.0248,up
FNSPID_00092,2019-12-11,AEO,From American Eagle Q3 Earnings Conference Call: China Represents ~30% Of Co.'s Unit Volume Sourced Globally,12.01,12.62,5.0248,up
FNSPID_00093,2019-12-11,AEO,American Eagle Outfitters shares are trading lower after the company issued Q4 EPS guidance below analyst estimates.,12.01,12.62,5.0248,up
FNSPID_00094,2019-12-11,AEO,American Eagle Outfitter Sees Q4 EPS $0.34-$0.36 vs $0.46 Est.,12.01,12.62,5.0248,up
FNSPID_00095,2019-12-11,AEO,"American Eagle Outfitters Q3 EPS $0.48, Inline, Sales $1.066B Beat $1.06B Estimate, Comparable Sales Up 5%",12.01,12.62,5.0248,up
FNSPID_00096,2019-12-11,AEO,32 Stocks Moving In Wednesday's Pre-Market Session,12.01,12.62,5.0248,up
FNSPID_00097,2019-12-11,AEO,"10 Stocks To Watch For December 11, 2019",12.01,12.62,5.0248,up
FNSPID_00098,2019-12-11,AEO,"Earnings Scheduled For December 11, 2019",12.01,12.62,5.0248,up
FNSPID_00099,2019-12-10,AEO,A Preview Of American Eagle Outfitters Q3 Earnings,12.85,12.01,-6.5476,down
FNSPID_00100,2019-11-25,AEO,"Benzinga's Top Upgrades, Downgrades For November 25, 2019",12.62,12.6,-0.1348,neutral
FNSPID_00101,2019-11-25,AEO,Loop Capital Downgrades American Eagle Outfitters to Hold,12.62,12.6,-0.1348,neutral
FNSPID_00102,2019-11-13,AEO,Barclays Starts Coverage Of US Specialty Retail,13.6,13.74,1.0,neutral
FNSPID_00103,2019-11-13,AEO,"Benzinga's Top Upgrades, Downgrades For November 13, 2019",13.6,13.74,1.0,neutral
FNSPID_00104,2019-11-13,AEO,"Barclays Initiates Coverage On American Eagle Outfitters with Equal-Weight Rating, Announces $17 Price Target",13.6,13.74,1.0,neutral
FNSPID_00105,2019-10-28,AEO,"Benzinga's Top Upgrades, Downgrades For October 28, 2019",13.81,13.75,-0.4308,neutral
FNSPID_00106,2019-10-28,AEO,Citigroup Downgrades American Eagle Outfitters to Neutral,13.81,13.75,-0.4308,neutral
FNSPID_00107,2019-10-11,AEO,Shares of several retail companies are trading higher in sympathy with the overall market after President Trump made positive remarks on US-China trade talks. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,12.79,12.46,-2.5266,down
FNSPID_00108,2019-10-09,AEO,"Zipping It Up: Levi's, Wrestling With Wholesale, Manages To Slightly Exceed Analyst Expectations",12.19,12.28,0.6833,neutral
FNSPID_00109,2019-09-18,AEO,"UPDATE: DA Davidson On American Eagle Also Notes 'In a place where retail is challenged, AEO's growth opportunities continue to expand with their diverse initiatives; namely Aerie, AE Studio, and a potential personal care launch'",14.05,13.99,-0.4194,neutral
FNSPID_00110,2019-09-18,AEO,"UPDATE: DA Davidson Initiates American Eagle With Buy, $21 Target As Firm Notes Co. 'is rising above their rivals with their on-point messaging, which is solidifying their market-share gains and helps to dominate in the denim and intimates categories'",14.05,13.99,-0.4194,neutral
FNSPID_00111,2019-09-18,AEO,"Benzinga's Top Upgrades, Downgrades For September 18, 2019",14.05,13.99,-0.4194,neutral
FNSPID_00112,2019-09-18,AEO,"DA Davidson Initiates Coverage On American Eagle Outfitters with Buy Rating, Announces $21 Price Target",14.05,13.99,-0.4194,neutral
FNSPID_00113,2019-09-16,AEO,American Eagle Outfitters shares are trading lower on seemingly no company-specific news. The stock touched the $18 resistance level and couldn't break it.,14.31,13.93,-2.6471,down
FNSPID_00114,2019-09-06,AEO,86 Biggest Movers From Yesterday,13.47,14.25,5.75,up
FNSPID_00115,2019-09-05,AEO,"American Eagle Outfitters shares trading higher, rebounding following a sell off Wednesday amid better-than-expected Q2 results but weak Q3 guidance. Retail stocks are outperforming the broader stock market sharply today.",13.71,13.47,-1.7199,down
FNSPID_00116,2019-09-05,AEO,"A Look At Benzinga Pro's Most-Searched Tickers For September 5, 2019",13.71,13.47,-1.7199,down
FNSPID_00117,2019-09-05,AEO,"Top 10 Movers With Volume Over 1M Via Benzinga Pro's Screener Tool For Morning of Thursday., Sept. 05, 2019",13.71,13.47,-1.7199,down
FNSPID_00118,2019-09-05,AEO,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Thursday., Sept. 05, 2019",13.71,13.47,-1.7199,down
FNSPID_00119,2019-09-05,AEO,"Morgan Stanley Maintains Underweight on American Eagle Outfitters, Lowers Price Target to $14",13.71,13.47,-1.7199,down
FNSPID_00120,2019-09-05,AEO,"Cowen & Co. Maintains Outperform on American Eagle Outfitters, Raises Price Target to $25",13.71,13.47,-1.7199,down
FNSPID_00121,2019-09-05,AEO,"Citigroup Maintains Buy on American Eagle Outfitters, Lowers Price Target to $20",13.71,13.47,-1.7199,down
FNSPID_00122,2019-09-05,AEO,60 Biggest Movers From Yesterday,13.71,13.47,-1.7199,down
FNSPID_00123,2019-09-04,AEO,Mid-Afternoon Market Update: Dow Rises Over 200 Points; Michaels Companies Shares Jump Following Upbeat Results,12.11,13.71,13.2128,up
FNSPID_00124,2019-09-04,AEO,46 Stocks Moving In Wednesday's Mid-Day Session,12.11,13.71,13.2128,up
FNSPID_00125,2019-09-04,AEO,Mid-Day Market Update: Crude Oil Up Over 4%; Vera Bradley Shares Fall On Earnings Miss,12.11,13.71,13.2128,up
FNSPID_00126,2019-09-04,AEO,"A Look At Benzinga Pro's Most-Searched Tickers For September 4, 2019",12.11,13.71,13.2128,up
FNSPID_00127,2019-09-04,AEO,Stocks That Hit 52-Week Lows On Wednesday,12.11,13.71,13.2128,up
FNSPID_00128,2019-09-04,AEO,American Eagle Outfitters shares are trading lower after the company issued Q3 EPS guidance below analyst estimates.,12.11,13.71,13.2128,up
FNSPID_00129,2019-09-04,AEO,"American Eagle Outfitters Falls After Q2 Earnings Beat, Lower Guidance",12.11,13.71,13.2128,up
FNSPID_00130,2019-09-04,AEO,American Eagle Outfitters Sees Q3 EPS $0.47-$0.49 vs $0.52 Est.,12.11,13.71,13.2128,up
FNSPID_00131,2019-09-04,AEO,"American Eagle Outfitters Q2 Adj. EPS $0.39 Beats $0.32 Estimate, Sales $1.04B Beat $1.01B Estimate",12.11,13.71,13.2128,up
FNSPID_00132,2019-09-04,AEO,"8 Stocks To Watch For September 4, 2019",12.11,13.71,13.2128,up
FNSPID_00133,2019-09-04,AEO,"Earnings Scheduled For September 4, 2019",12.11,13.71,13.2128,up
FNSPID_00134,2019-09-03,AEO,Shares of several apparel stores and retail companies are trading lower as the previously announced 15% tariff on $112 billion worth of Chinese goods took effect on Sunday. Retail companies are heavily impacted as many of the products come from China.,13.7,12.11,-11.6165,down
FNSPID_00135,2019-09-03,AEO,A Preview Of American Eagle Outfitters Q2 Earnings,13.7,12.11,-11.6165,down
FNSPID_00136,2019-08-29,AEO,CFRA: 3 Reasons To Remain Cautious On Guess Following 20% Earnings Pop,14.27,14.16,-0.767,neutral
FNSPID_00137,2019-08-26,AEO,The Most Actively Traded Stocks On OTC Markets In July,13.67,13.63,-0.2465,neutral
FNSPID_00138,2019-08-23,AEO,Shares of several retail companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods. Trump announced he will respond to China's tariffs this afternoon.,13.55,13.67,0.8701,neutral
FNSPID_00139,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 6 $18 Calls at the Ask: 1500 @ $0.551 vs 287 OI; Earnings 8/28 Before Open [est] Ref=$16.875,14.22,13.55,-4.7365,down
FNSPID_00140,2019-08-22,AEO,Shares of several retail companies are trading higher after many retailers reported positive earnings throughout the week.,14.22,13.55,-4.7365,down
FNSPID_00141,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 6 $17 Calls at the Ask: 2699 @ $0.75 vs 36 OI; Earnings 8/28 Before Open [est] Ref=$16.55,14.22,13.55,-4.7365,down
FNSPID_00142,2019-08-22,AEO,American Eagle Outfitters Option Alert: Sep 20 $16 Calls Sweep (57) near the Ask: 1460 @ $1.399 vs 706 OI; Earnings 8/28 Before Open [est] Ref=$16.5381,14.22,13.55,-4.7365,down
FNSPID_00143,2019-08-21,AEO,Shares of several retail companies are trading higher in sympathy with Target after the company reported better-than-expected Q2 EPS and sales and raised FY19 guidance.,13.63,14.22,4.3237,up
FNSPID_00144,2019-08-17,AEO,"Barron's Picks And Pans: American Eagle Outfitters, Chevron, Grocery Outlet And More",13.39,13.34,-0.3774,neutral
FNSPID_00145,2019-08-15,AEO,"Shares of several retail companies are trading lower on continued weakness after Macy's on Wednesday cut guidance. Retailers have also been volatile on US-China trade tensions, as the sector is heavily exposed to China.",12.45,12.97,4.1244,up
FNSPID_00146,2019-08-15,AEO,Stocks That Hit 52-Week Lows On Thursday,12.45,12.97,4.1244,up
FNSPID_00147,2019-08-14,AEO,Stocks That Hit 52-Week Lows On Wednesday,12.67,12.45,-1.7276,down
FNSPID_00148,2019-08-14,AEO,Shares of retail companies are trading lower after Macy's reported weak Q2 results and cut FY19 guidance.,12.67,12.45,-1.7276,down
FNSPID_00149,2019-08-13,AEO,"Shares of several retail companies are trading higher with the overall market after the U.S. Trade Representative reported that some tariffs will be delayed to Dec 15 on some products including cell phones, monitors, and laptops.",13.79,12.67,-8.1197,down
FNSPID_00150,2019-08-13,AEO,Stocks That Hit 52-Week Lows On Tuesday,13.79,12.67,-8.1197,down
FNSPID_00151,2019-08-13,AEO,Why The Set Up Ahead Of Retail's Q2 Earnings Season Is 'Poor',13.79,12.67,-8.1197,down
FNSPID_00152,2019-08-05,AEO,New 52-Week Lows For Monday Morning,13.35,13.72,2.8391,up
FNSPID_00153,2019-08-05,AEO,"Shares of US retail companies are trading lower after Trump announced additional tariffs on Chinese goods, exacerbating trade tensions. NOTE: Retail is one of the more-exposed sectors to trade tensions as the majority of apparel and retail products are made in China.",13.35,13.72,2.8391,up
FNSPID_00154,2019-08-01,AEO,Shares of many companies in the retail sector are trading lower after Trump announced additional tariffs on Chinese goods. NOTE: Retail is one of the more-exposed sectors to trade tensions as the majority of apparel is made in China.,13.72,13.77,0.3681,neutral
FNSPID_00155,2019-07-11,AEO,35 Stocks Moving In Thursday's Pre-Market Session,14.0,14.14,0.9621,neutral
FNSPID_00156,2019-07-11,AEO,Green Growth Brands Reports Deal With American Eagle Outfitters To Sell CBD-Infused Personal Care Products,14.0,14.14,0.9621,neutral
FNSPID_00157,2019-07-11,AEO,"Green Growth Brands, American Eagle Agree On CBD Product Distribution Deal",14.0,14.14,0.9621,neutral
FNSPID_00158,2019-07-10,AEO,American Eagle Outfitters shares are trading higher after the company announced it added 30 million shares to its buyback.,13.94,14.0,0.4106,neutral
FNSPID_00159,2019-07-10,AEO,American Eagle Outfitters Adds 30M Shares To Buyback,13.94,14.0,0.4106,neutral
FNSPID_00160,2019-07-08,AEO,"Wedbush Favors Off-Price Retail, Says Nordstrom's Search Interest 'Took A Nose Dive'",14.3,14.07,-1.5771,down
FNSPID_00161,2019-06-17,AEO,American Eagle Outfitters Option Alert: Fri $17.5 Calls Sweep (4) near the Ask: 516 @ $0.75 vs 2241 OI; Ref=$18.14,15.0,14.75,-1.6147,down
FNSPID_00162,2019-06-13,AEO,Shares of several retail apparel and athletic wear companies are trading higher after Lululemon reported strong Q1 earnings and raised FY19 guidance.,14.25,14.67,2.9291,up
FNSPID_00163,2019-06-07,AEO,25 Stocks Moving In Friday's Pre-Market Session,14.61,14.0,-4.2286,down
FNSPID_00164,2019-06-05,AEO,44 Stocks Moving In Wednesday's Mid-Day Session,15.48,14.68,-5.178,down
FNSPID_00165,2019-06-05,AEO,28 Stocks Moving In Wednesday's Pre-Market Session,15.48,14.68,-5.178,down
FNSPID_00166,2019-06-05,AEO,American Eagle Outfitters Sees Q2 EPS $0.30-$0.32 vs $0.35 Est.,15.48,14.68,-5.178,down
FNSPID_00167,2019-06-05,AEO,American Eagle Outfitters Says Total Ending Inventory Units For The Quarter Up 10%,15.48,14.68,-5.178,down
FNSPID_00168,2019-06-05,AEO,"American Eagle Outfitters Q1 Adj. EPS $0.24 Beats $0.21 Estimate, Sales $886M Beat $854.88M Estimate",15.48,14.68,-5.178,down
FNSPID_00169,2019-06-05,AEO,"8 Stocks To Watch For June 5, 2019",15.48,14.68,-5.178,down
FNSPID_00170,2019-06-05,AEO,"Earnings Scheduled For June 5, 2019",15.48,14.68,-5.178,down
FNSPID_00171,2019-06-04,AEO,Q1 Earnings Outlook For American Eagle Outfitters,15.46,15.48,0.108,neutral
FNSPID_00172,2019-05-28,AEO,American Eagle Outfitters Option Alert: Fri $19 Calls Sweep (32) near the Ask: 513 @ $0.45 vs 53 OI; Earnings 6/5 Before Open Ref=$19.17,15.77,14.78,-6.2996,down
FNSPID_00173,2019-05-22,AEO,Option Traders Making Aggressive Plays In Retail Sector,15.63,15.41,-1.3889,down
FNSPID_00174,2019-05-22,AEO,"American Eagle Outfitters shares trading lower in sympathy with many retail stocks following concerning results from Nordstrom, Urban Outfitters, and, in the home improvement retail space, Lowe's.",15.63,15.41,-1.3889,down
FNSPID_00175,2019-05-09,AEO,"Wedbush Downgrades American Eagle Outfitters, Inc. Common Stock to Neutral",18.75,18.2,-2.9399,down
FNSPID_00176,2019-05-09,AEO,"RBC Capital Downgrades American Eagle Outfitters, Inc. Common Stock to Sector Perform, Announces $24 Price Target",18.75,18.2,-2.9399,down
